                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      50                                     1178                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8147586912845548E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8147586912845548E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1329069258896878E+000                  7.3636489172532563E-008                 -7.1329069258896878E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1329069258896878E+000                  7.3636489172532563E-008                 -7.1329069258896878E+000                 -2.4334008654291839E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000472777972608E+000                  7.0409665117169218E-001                  4.7460693085582184E-001                  3.4888537655914895E+000                  0.0000000000000000E+000                  1.4065119095882123E+001                 -4.7713710566485024E-001                  6.3975475959267012E+000                  5.9254065334015715E-001                  8.7985426035237357E-001                  1.2198718649594935E+000                  7.5970000000000037E-001                  2.4017443788575957E-001                  1.7234416803928866E-005                  4.6902638225742498E-005                  1.7234416803928873E-005                  4.6902638225742498E-005                  7.5969999999999993E-001                  2.4017443788575951E-001                                        0                                        2 
                                      55                                     1178                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8146022898141099E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8146022898141099E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1329033885786419E+000                  7.3637088941210624E-008                 -7.1329033885786419E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1329033885786419E+000                  7.3637088941210624E-008                 -7.1329033885786419E+000                 -2.4333997111380484E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000472823954027E+000                  7.0409601554051859E-001                  4.7460660384395054E-001                  3.4888544196152322E+000                  0.0000000000000000E+000                  1.4065120387139611E+001                 -4.7713612009123230E-001                  6.3975479015563499E+000                  5.9254065332835770E-001                  8.7985426035237357E-001                  1.2198718649594935E+000                  7.5970000000000004E-001                  2.4017443788575948E-001                  1.7234416803928863E-005                  4.6902638225742498E-005                  1.7234416803928870E-005                  4.6902638225742498E-005                  7.5969999999999982E-001                  2.4017443788575943E-001                                        0                                        2 
                                      60                                     1178                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8146037617156693E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8146037617156693E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1328945866388063E+000                  7.3638581375081373E-008                 -7.1328945866388063E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1328945866388063E+000                  7.3638581375081373E-008                 -7.1328945866388063E+000                 -2.4333968388931975E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000472938410351E+000                  7.0409443392238380E-001                  4.7460579014361798E-001                  3.4888560470158971E+000                  0.0000000000000000E+000                  1.4065123600203405E+001                 -4.7713366766880516E-001                  6.3975486620627553E+000                  5.9254065329899686E-001                  8.7985426035237346E-001                  1.2198718649594933E+000                  7.5970000000000004E-001                  2.4017443788575957E-001                  1.7234416803928866E-005                  4.6902638225742498E-005                  1.7234416803928873E-005                  4.6902638225742498E-005                  7.5969999999999993E-001                  2.4017443788575951E-001                                        0                                        2 
                                      65                                     1178                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8146283380563169E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8146283380563169E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1328726848227468E+000                  7.3642295120937872E-008                 -7.1328726848227468E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1328726848227468E+000                  7.3642295120937872E-008                 -7.1328726848227468E+000                 -2.4333896919142148E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000473223210939E+000                  7.0409049838757232E-001                  4.7460376541609528E-001                  3.4888600964709426E+000                  0.0000000000000000E+000                  1.4065131595264031E+001                 -4.7712756530723394E-001                  6.3975505544260214E+000                  5.9254065322593941E-001                  8.7985426035237357E-001                  1.2198718649594935E+000                  7.5969999999999982E-001                  2.4017443788575948E-001                  1.7234416803928863E-005                  4.6902638225742477E-005                  1.7234416803928870E-005                  4.6902638225742498E-005                  7.5969999999999982E-001                  2.4017443788575943E-001                                        0                                        2 
                                      70                                     1178                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8146919460573089E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8146919460573089E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1328181876225534E+000                  7.3651536662981411E-008                 -7.1328181876225534E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1328181876225534E+000                  7.3651536662981411E-008                 -7.1328181876225534E+000                 -2.4333719085206205E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000473931846845E+000                  7.0408070575819903E-001                  4.7459872737422704E-001                  3.4888701725546789E+000                  0.0000000000000000E+000                  1.4065151489061723E+001                 -4.7711238101169096E-001                  6.3975552630930119E+000                  5.9254065304415893E-001                  8.7985426035237313E-001                  1.2198718649594940E+000                  7.5969999999999971E-001                  2.4017443788575948E-001                  1.7234416803928870E-005                  4.6902638225742498E-005                  1.7234416803928873E-005                  4.6902638225742498E-005                  7.5969999999999993E-001                  2.4017443788575951E-001                                        0                                        2 
                                      75                                     1178                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8148579590720181E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8148579590720181E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1326825907075868E+000                  7.3674535989032975E-008                 -7.1326825907075868E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1326825907075868E+000                  7.3674535989032975E-008                 -7.1326825907075868E+000                 -2.4333276613646543E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000475694911765E+000                  7.0405634006964535E-001                  4.7458619191696733E-001                  3.4888952434691984E+000                  0.0000000000000000E+000                  1.4065200988240631E+001                 -4.7707459970825589E-001                  6.3975669788927592E+000                  5.9254065259189559E-001                  8.7985426035237313E-001                  1.2198718649594946E+000                  7.5969999999999882E-001                  2.4017443788575957E-001                  1.7234416803928873E-005                  4.6902638225742498E-005                  1.7234416803928873E-005                  4.6902638225742498E-005                  7.5969999999999982E-001                  2.4017443788575951E-001                                        0                                        2 
                                      80                                     1178                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8153108761284722E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8153108761284722E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1323452414750692E+000                  7.3731786782477303E-008                 -7.1323452414750692E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1323452414750692E+000                  7.3731786782477303E-008                 -7.1323452414750692E+000                 -2.4332175827195488E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000480080494396E+000                  7.0399571980755449E-001                  4.7455500466939460E-001                  3.4889576179643438E+000                  0.0000000000000000E+000                  1.4065324139694102E+001                 -4.7698060065728637E-001                  6.3975961261452108E+000                  5.9254065146691870E-001                  8.7985426035237213E-001                  1.2198718649594968E+000                  7.5969999999999649E-001                  2.4017443788575948E-001                  1.7234416803928873E-005                  4.6902638225742471E-005                  1.7234416803928873E-005                  4.6902638225742498E-005                  7.5969999999999982E-001                  2.4017443788575951E-001                                        0                                        2 
                                      85                                     1178                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8166574885657967E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8166574885657967E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1315061753485578E+000                  7.3874375852528921E-008                 -7.1315061753485578E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1315061753485578E+000                  7.3874375852528921E-008                 -7.1315061753485578E+000                 -2.4329438105572692E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000490984019581E+000                  7.0384493516382329E-001                  4.7447743164249168E-001                  3.4891127640181496E+000                  0.0000000000000000E+000                  1.4065630466302848E+001                 -4.7674678096554923E-001                  6.3976686203406015E+000                  5.9254064867008638E-001                  8.7985426035237091E-001                  1.2198718649595020E+000                  7.5969999999999172E-001                  2.4017443788575948E-001                  1.7234416803928880E-005                  4.6902638225742477E-005                  1.7234416803928873E-005                  4.6902638225742498E-005                  7.5969999999999938E-001                  2.4017443788575940E-001                                        0                                        2 
                                      90                                     1178                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8211225987311912E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8211225987311912E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1294205746812995E+000                  7.4229993977776200E-008                 -7.1294205746812995E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1294205746812995E+000                  7.4229993977776200E-008                 -7.1294205746812995E+000                 -2.4322634336052321E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000518058109431E+000                  7.0347009269505345E-001                  4.7428459559013719E-001                  3.4894984361228589E+000                  0.0000000000000000E+000                  1.4066392001572169E+001                 -4.7616545808839950E-001                  6.3978488016565223E+000                  5.9254064172596710E-001                  8.7985426035236647E-001                  1.2198718649595142E+000                  7.5969999999997884E-001                  2.4017443788575948E-001                  1.7234416803928880E-005                  4.6902638225742471E-005                  1.7234416803928873E-005                  4.6902638225742498E-005                  7.5969999999999782E-001                  2.4017443788575940E-001                                        0                                        2 
                                      95                                     1178                  1.6641342760114112E+003                  2.4430371284767323E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8373303347769576E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8373303347769576E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1242448676435295E+000                  7.5119922699386775E-008                 -7.1242448676435295E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1242448676435295E+000                  7.5119922699386775E-008                 -7.1242448676435295E+000                 -2.4305756921819174E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000585071757630E+000                  7.0253956972354237E-001                  4.7380593137474308E-001                  3.4904557645536469E+000                  0.0000000000000000E+000                  1.4068282596208133E+001                 -4.7472200270201975E-001                  6.3982958671713259E+000                  5.9254062454125134E-001                  8.7985426035235603E-001                  1.2198718649595457E+000                  7.5969999999994742E-001                  2.4017443788575957E-001                  1.7234416803928887E-005                  4.6902638225742477E-005                  1.7234416803928880E-005                  4.6902638225742498E-005                  7.5969999999999616E-001                  2.4017443788575951E-001                                        0                                        2 
                                     100                                     1178                  4.1408986761007136E+003                  2.8389433587148560E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8996253480246623E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  2.8996253480246623E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1114512011665560E+000                  7.7365760474150365E-008                 -7.1114512011665560E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1114512011665560E+000                  7.7365760474150365E-008                 -7.1114512011665560E+000                 -2.4264080033610110E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7000749625840350E+000                  7.0023762694283609E-001                  4.7262204916784456E-001                  3.4928235289674441E+000                  0.0000000000000000E+000                  1.4072960220446427E+001                 -4.7114907848076082E-001                  6.3994004058590832E+000                  5.9254058235978890E-001                  8.7985426035232872E-001                  1.2198718649596261E+000                  7.5969999999986637E-001                  2.4017443788575948E-001                  1.7234416803928880E-005                  4.6902638225742471E-005                  1.7234416803928883E-005                  4.6902638225742498E-005                  7.5969999999999160E-001                  2.4017443788575951E-001                                        0                                        2 
                                     105                                     1178                  1.0303881068130926E+004                  3.2348495889529802E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999745839996E-001                  3.1407697449184438E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999745839996E-001                  3.1407697449184438E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.0801294682745866E+000                  8.3151584953099844E-008                 -7.0801294682745866E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.0801294682745866E+000                  8.3151584953099844E-008                 -7.0801294682745866E+000                 -2.4162283717925565E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7001145705931089E+000                  6.9459118816787013E-001                  4.6971961376221427E-001                  3.4986283997787044E+000                  0.0000000000000000E+000                  1.4084436849079252E+001                 -4.6237327482427698E-001                  6.4021009614903965E+000                  5.9254048087354982E-001                  8.7985426035225867E-001                  1.2198718649598357E+000                  7.5969999999965487E-001                  2.4017443788575957E-001                  1.7234416803928890E-005                  4.6902638225742471E-005                  1.7234416803928883E-005                  4.6902638225742498E-005                  7.5969999999997739E-001                  2.4017443788575960E-001                                        0                                        2 
                                     110                                     1179                  2.5639353413867542E+004                  3.6307558191911045E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999783339999E-001                  3.7365364098971378E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999783339999E-001                  3.7365364098971378E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.0051929267090038E+000                  9.8811404707969322E-008                 -7.0051929267090038E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.0051929267090038E+000                  9.8811404707969322E-008                 -7.0051929267090038E+000                 -2.3920079081153609E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7002178184347905E+000                  6.8106959931359978E-001                  4.6275232365171687E-001                  3.5125629799996991E+000                  0.0000000000000000E+000                  1.4112040991209755E+001                 -4.4121000481139455E-001                  6.4085419096191112E+000                  5.9254024814442618E-001                  8.7985426035205927E-001                  1.2198718649604285E+000                  7.5969999999905746E-001                  2.4017443788575948E-001                  1.7234416803928887E-005                  4.6902638225742471E-005                  1.7234416803928883E-005                  4.6902638225742498E-005                  7.5969999999993720E-001                  2.4017443788575943E-001                                        0                                        3 
                                     115                                     1178                  6.3798915961210878E+004                  4.0266620494292287E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999802090001E-001                  5.5129995259987574E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999802090001E-001                  5.5129995259987574E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.8350294823794346E+000                  1.4620779169232602E-007                 -6.8350294823794346E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.8350294823794346E+000                  1.4620779169232602E-007                 -6.8350294823794346E+000                 -2.3376641690748901E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7004076807959594E+000                  6.4994120803487099E-001                  4.4680840329001259E-001                  3.5444508207231080E+000                  0.0000000000000000E+000                  1.4175535271040880E+001                 -3.9222341904932601E-001                  6.4230537653421269E+000                  5.9253977181840989E-001                  8.7985426035139569E-001                  1.2198718649624039E+000                  7.5969999999706628E-001                  2.4017443788575957E-001                  1.7234416803928893E-005                  4.6902638225742471E-005                  1.7234416803928883E-005                  4.6902638225742498E-005                  7.5969999999979998E-001                  2.4017443788575951E-001                                        0                                        3 
                                     120                                     1184                  1.5875211863901626E+005                  4.4225682796673524E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999830215003E-001                  1.0119248570332769E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999830215003E-001                  1.0119248570332769E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.4875078051549506E+000                  3.2545593434055073E-007                 -6.4875078051549506E+000                 -9.8999999999999986E+001                 -2.1799098424414943E+001                 -6.4875078051549506E+000                  3.2545593434055073E-007                 -6.4875078051549506E+000                 -2.2290482326742719E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7007195249569134E+000                  5.8503039890930708E-001                  4.1372931040532462E-001                  3.6106090064924841E+000                  0.0000000000000000E+000                  1.4309218245492232E+001                 -2.8783489781976340E-001                  6.4523720761302767E+000                  5.9253898798137894E-001                  8.7985426034832104E-001                  1.2198718649715534E+000                  7.5969999998784354E-001                  2.4017443788575948E-001                  1.7234416803928893E-005                  4.6902638225742471E-005                  1.7234416803928883E-005                  4.6902638225742498E-005                  7.5969999999913362E-001                  2.4017443788575960E-001                                        0                                        4 
                                     125                                     1195                  3.9502607192625280E+005                  4.8184745099054762E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999881777513E-001                  2.0589543661492551E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999881777513E-001                  2.0589543661492551E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.8896000396050070E+000                  1.2894365023711221E-006                 -5.8896000396050070E+000                 -9.8999999999999986E+001                 -2.1674159687806643E+001                 -5.8896000396050070E+000                  1.2894365023711221E-006                 -5.8896000396050079E+000                 -2.0469167677527000E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7010982636156258E+000                  4.7040152480703923E-001                  3.5565739603676444E-001                  3.7267528352296040E+000                  0.0000000000000000E+000                  1.4554054375952623E+001                 -9.3402224148457738E-002                  6.5028491949816312E+000                  5.9253796727163366E-001                  8.7985426032443725E-001                  1.2198718650426372E+000                  7.5969999991619053E-001                  2.4017443788575957E-001                  1.7234416803928897E-005                  4.6902638225742477E-005                  1.7234416803928887E-005                  4.6902638225742498E-005                  7.5969999999345206E-001                  2.4017443788575951E-001                                        0                                        5 
                                     130                                     1201                  8.4948342540055641E+005                  5.0568988774160255E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999919277527E-001                  3.7258314420359601E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999919277527E-001                  3.7258314420359601E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1854517219280343E+000                  6.5245156633357814E-006                 -5.1854517219280343E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.1854517219280343E+000                  6.5245156633357814E-006                 -5.1854517219280636E+000                 -1.8355331273705669E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7018180860766998E+000                  3.3825606940040720E-001                  2.8814502341130027E-001                  3.8617775804805325E+000                  0.0000000000000000E+000                  1.4868690711200081E+001                  1.6030951061392448E-001                  6.5638713015310968E+000                  5.9253656803120902E-001                  8.7985426012419354E-001                  1.2198718656385967E+000                  7.5969999931546028E-001                  2.4017443788575957E-001                  1.7234416803928900E-005                  4.6902638225742471E-005                  1.7234416803928897E-005                  4.6902638225742498E-005                  7.5969999994170578E-001                  2.4017443788575954E-001                                        0                                        4 
